Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1DD1CA,2016.12,4006.961,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2017.03,3959.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2017.06,4455.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2017.09,5288.065,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2017.12,4495.831,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2018.03,4601.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2018.06,4587.347,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2018.09,5165.815,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2018.12,5644.675,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2019.03,4952.943,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2019.06,5296.602,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2019.09,5564.597,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2019.12,4967.912,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2020.03,4626.406,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2020.06,4867.933,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2020.09,5800.676,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1DD1CA,2020.12,5089.45,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Electricity, Gas, Water and Waste Services",Current prices,Unadjusted,
BDCQ.SF1EE1CA,2016.06,13386.067,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2016.09,13419.541,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2016.12,14477.984,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2017.03,13367.602,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2017.06,15121.242,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2017.09,14890.877,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2017.12,15832.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2018.03,14111.011,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2018.06,16480.01,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2018.09,16459.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2018.12,16806.615,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2019.03,15357.359,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2019.06,17623.099,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2019.09,17769.074,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2019.12,18744.633,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2020.03,16964.326,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2020.06,13626.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2020.09,19354.6,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1EE1CA,2020.12,19641.46,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Construction,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2016.06,23406.009,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2016.09,23994.212,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2016.12,25705.259,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.03,23310.026,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.06,24840.66,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.09,25475.251,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2017.12,27896.872,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.03,24728.334,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.06,26645.783,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.09,27695.288,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2018.12,29271.97,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.03,26038.196,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.06,27624.213,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.09,28200.644,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2019.12,29838.982,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.03,26520.993,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.06,24951.225,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.09,29794.725,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1FF1CA,2020.12,30657.717,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Wholesale Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.09,18374.424,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2017.12,21112.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.03,18994.22,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.06,19160.244,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.09,19156.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2018.12,21992.054,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.03,19685.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.06,19810.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.09,19877.469,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2019.12,22705.92,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.03,20640.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.06,17775.1,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.09,21849.754,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH1CA,2020.12,24242.314,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Retail Trade,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.09,3570.189,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2017.12,4062.285,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.03,4131.369,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.06,3755.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.09,3658.582,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2018.12,4320.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.03,4288.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.06,3887.467,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.09,3898.683,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2019.12,4492.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2020.03,4153.621,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2020.06,2276.721,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2020.09,3695.481,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1GH2CA,2020.12,4276.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Accommodation and Food Services,Current prices,Unadjusted,
BDCQ.SF1II1CA,2016.06,7024.368,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2016.09,7233.169,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2016.12,7717.537,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2017.03,7597.414,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2017.06,7365.659,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2017.09,7386.538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2017.12,8080.842,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2018.03,8009.297,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2018.06,7680.003,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2018.09,7871.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2018.12,8432.733,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2019.03,8288.146,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2019.06,8208.005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2019.09,8135.532,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2019.12,8710.524,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2020.03,7937.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2020.06,5548.719,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2020.09,6523.507,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2020.12,7107.32,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2016.06,3497.474,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2016.09,3686.892,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2016.12,3726.496,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2017.03,3646.739,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2017.06,3605.416,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2017.09,3742.768,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2017.12,3687.847,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2018.03,3637.454,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2018.06,3706.952,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2018.09,3741.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2018.12,3752.926,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2019.03,3670.674,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2019.06,3830.499,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2019.09,3728.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2019.12,4045.656,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2020.03,3724.404,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2020.06,3515.44,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2020.09,3713.045,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2020.12,4000.303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1LL1CA,2016.06,6792.689,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2016.09,6352.806,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2016.12,7496.077,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.03,6480.287,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.06,7125.573,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.09,6531.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.12,8050.852,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.03,7031.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.06,8043.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.09,7672.916,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.12,8219.079,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.03,7411.122,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.06,7680.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.09,7895.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.12,8476.769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.03,7785.523,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.06,6844.56,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.09,7716.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.12,8908.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2016.06,8922.96,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2016.09,8981.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2016.12,8898.923,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2017.03,8367.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2017.06,9449.473,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2017.09,9623.008,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2017.12,9706.324,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2018.03,9008.065,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2018.06,10314.332,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2018.09,10362.386,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2018.12,10517.105,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2019.03,9748.995,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2019.06,10992.6,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2019.09,11438.635,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2019.12,11186.733,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
